dispute_id,txn_id,customer_id,merchant_id,dispute_reason,dispute_date,resolution_status,resolution_days,amount
DSP00295,TXN0004921,C00132,M0016,Duplicate,2023-05-29,Escalated,39.0,6742.68
DSP00296,TXN0004943,C00710,M0045,Duplicate,2023-05-30,Pending,31.0,2041.95
DSP00297,TXN0004967,C00572,M0028,Quality Issue,2023-05-31,Escalated,,15932.08
DSP00298,TXN0005006,C00744,M0110,Unauthorized,2023-06-01,Escalated,34.0,4163.54
DSP00299,TXN0005012,C00308,M0013,Quality Issue,2023-06-02,Escalated,12.0,2896.56
DSP00300,TXN0005028,C00466,M0073,Quality Issue,2023-06-02,Pending,30.0,7522.45
DSP00301,TXN0005039,C00744,M0005,Quality Issue,2023-06-02,Resolved,17.0,7535.26
DSP00302,TXN0005052,C00769,M0107,Quality Issue,2023-06-03,Resolved,,3915.16
DSP00303,TXN0005060,C00013,M0056,Quality Issue,2023-06-03,Resolved,45.0,181598.05
DSP00304,TXN0005066,C00576,M0001,Duplicate,2023-06-03,Pending,25.0,2444.47
DSP00305,TXN0005074,C00267,M0109,Unauthorized,2023-06-03,Pending,,1898.27
DSP00306,TXN0005106,C00204,M0036,Item Not Received,2023-06-04,Pending,,1797.82
DSP00307,TXN0005116,C00631,M0104,Duplicate,2023-06-05,Resolved,28.0,3464.21
DSP00308,TXN0005122,C00497,M0028,Item Not Received,2023-06-05,Pending,16.0,17132.75
DSP00309,TXN0005146,C00028,M0089,Unauthorized,2023-06-05,Resolved,6.0,8291.05
DSP00310,TXN0005148,C00490,M0115,Quality Issue,2023-06-05,Pending,,8535.81
DSP00311,TXN0005154,C00078,M0017,Quality Issue,2023-06-06,Resolved,31.0,1609.98
DSP00312,TXN0005174,C00450,M0071,Unauthorized,2023-06-06,Pending,34.0,1101.57
DSP00313,TXN0005191,C00462,M0100,Duplicate,2023-06-07,Escalated,7.0,4373.12
DSP00314,TXN0005198,C00355,M0119,Duplicate,2023-06-07,Resolved,5.0,1225.38
DSP00315,TXN0005199,C00671,M0029,Quality Issue,2023-06-07,Pending,21.0,3059.65
DSP00316,TXN0005254,C00551,M0045,Unauthorized,2023-06-08,Escalated,16.0,1100.42
DSP00317,TXN0005276,C00330,M0099,Unauthorized,2023-06-09,Resolved,,23517.78
DSP00318,TXN0005293,C00674,M0117,Item Not Received,2023-06-10,Resolved,33.0,342.33
DSP00319,TXN0005341,C00668,M0070,Quality Issue,2023-06-11,Resolved,24.0,4296.25
DSP00320,TXN0005343,C00150,M0107,Duplicate,2023-06-11,Escalated,18.0,660.2
DSP00321,TXN0005346,C00488,M0084,Quality Issue,2023-06-11,Pending,3.0,21576.65
DSP00322,TXN0005371,C00334,M0041,Duplicate,2023-06-12,Pending,44.0,10408.02
DSP00323,TXN0005381,C00678,M0097,Duplicate,2023-06-12,Resolved,33.0,1425.11
DSP00324,TXN0005390,C00747,M0006,Unauthorized,2023-06-13,Escalated,6.0,15446.24
DSP00325,TXN0005398,C00627,M0081,Unauthorized,2023-06-13,Escalated,13.0,22302.38
DSP00326,TXN0005410,C00354,M0117,Item Not Received,2023-06-13,Resolved,24.0,2542.89
DSP00327,TXN0005466,C00634,M0021,Item Not Received,2023-06-15,Resolved,,9163.84
DSP00328,TXN0005524,C00003,M0025,Quality Issue,2023-06-17,Escalated,23.0,45462.69
DSP00329,TXN0005539,C00514,M0085,Unauthorized,2023-06-17,Pending,31.0,4307.52
DSP00330,TXN0005556,C00048,M0035,Duplicate,2023-06-17,Resolved,1.0,11004.35
DSP00331,TXN0005575,C00655,M0104,Unauthorized,2023-06-18,Resolved,25.0,4131.49
DSP00332,TXN0005581,C00363,M0066,Item Not Received,2023-06-18,Pending,,1687.85
DSP00333,TXN0005589,C00546,M0088,Unauthorized,2023-06-18,Escalated,9.0,11775.58
DSP00334,TXN0005609,C00775,M0055,Duplicate,2023-06-19,Pending,36.0,7139.33
DSP00335,TXN0005644,C00651,M0097,Duplicate,2023-06-20,Escalated,10.0,54878.14
DSP00336,TXN0005648,C00448,M0028,Quality Issue,2023-06-20,Escalated,,23020.83
DSP00337,TXN0005664,C00344,M0090,Quality Issue,2023-06-21,Escalated,12.0,2735.13
DSP00338,TXN0005679,C00699,M0038,Duplicate,2023-06-21,Pending,42.0,2444.24
DSP00339,TXN0005707,C00144,M0068,Unauthorized,2023-06-22,Resolved,,7782.08
DSP00340,TXN0005718,C00537,M0049,Item Not Received,2023-06-22,Resolved,22.0,105383.74
DSP00341,TXN0005729,C00189,M0042,Unauthorized,2023-06-23,Resolved,40.0,2385.19
DSP00342,TXN0005730,C00267,M0091,Item Not Received,2023-06-23,Resolved,44.0,603.45
DSP00343,TXN0005755,C00280,M0025,Duplicate,2023-06-24,Pending,,9716.45
DSP00344,TXN0005794,C00019,M0077,Quality Issue,2023-06-25,Resolved,,1832.18
DSP00345,TXN0005800,C00618,M0060,Item Not Received,2023-06-25,Pending,,1936.51
DSP00346,TXN0005801,C00112,M0040,Unauthorized,2023-06-25,Resolved,40.0,1935.53
DSP00347,TXN0005804,C00563,M0027,Unauthorized,2023-06-25,Escalated,17.0,7679.18
DSP00348,TXN0005806,C00374,M0009,Item Not Received,2023-06-25,Pending,14.0,9643.5
DSP00349,TXN0005812,C00268,M0013,Unauthorized,2023-06-25,Pending,45.0,3928.88
DSP00350,TXN0005846,C00039,M0039,Duplicate,2023-06-26,Resolved,,4793.16
DSP00351,TXN0005865,C00097,M0065,Unauthorized,2023-06-27,Pending,17.0,24455.47
DSP00352,TXN0005870,C00392,M0066,Duplicate,2023-06-27,Pending,27.0,1647.53
DSP00353,TXN0005894,C00649,M0116,Duplicate,2023-06-28,Pending,,7371.74
DSP00354,TXN0005895,C00147,M0037,Unauthorized,2023-06-28,Escalated,,1079.85
DSP00355,TXN0005901,C00746,M0028,Item Not Received,2023-06-29,Escalated,10.0,9425.11
DSP00356,TXN0005904,C00089,M0022,Duplicate,2023-06-29,Pending,11.0,18687.79
DSP00357,TXN0005910,C00748,M0034,Unauthorized,2023-06-29,Pending,8.0,16560.65
DSP00358,TXN0005932,C00320,M0072,Unauthorized,2023-06-30,Escalated,27.0,4704.08
DSP00359,TXN0005945,C00448,M0052,Quality Issue,2023-06-30,Pending,26.0,7063.3
DSP00360,TXN0005950,C00175,M0046,Unauthorized,2023-07-01,Resolved,11.0,14482.34
DSP00361,TXN0005965,C00203,M0111,Duplicate,2023-07-01,Pending,23.0,7002.23
DSP00362,TXN0005971,C00213,M0017,Item Not Received,2023-07-01,Resolved,33.0,3056.32
DSP00363,TXN0005981,C00684,M0111,Duplicate,2023-07-01,Escalated,,2821.18
DSP00364,TXN0005995,C00516,M0028,Unauthorized,2023-07-02,Resolved,1.0,8948.17
DSP00365,TXN0006024,C00751,M0046,Unauthorized,2023-07-03,Resolved,,3846.22
DSP00366,TXN0006025,C00255,M0030,Item Not Received,2023-07-03,Escalated,42.0,13963.04
DSP00367,TXN0006058,C00771,M0050,Duplicate,2023-07-04,Escalated,24.0,2388.42
DSP00368,TXN0006070,C00207,M0072,Item Not Received,2023-07-04,Resolved,11.0,807.98
DSP00369,TXN0006079,C00413,M0013,Quality Issue,2023-07-05,Resolved,45.0,4587.12
DSP00370,TXN0006086,C00704,M0045,Duplicate,2023-07-05,Pending,19.0,3663.61
DSP00371,TXN0006091,C00433,M0071,Unauthorized,2023-07-05,Resolved,17.0,6274.21
DSP00372,TXN0006119,C00547,M0064,Unauthorized,2023-07-06,Pending,8.0,3387.43
DSP00373,TXN0006128,C00099,M0063,Quality Issue,2023-07-06,Escalated,2.0,2427.95
DSP00374,TXN0006129,C00525,M0047,Item Not Received,2023-07-06,Escalated,22.0,4660.49
DSP00375,TXN0006139,C00434,M0100,Quality Issue,2023-07-06,Resolved,35.0,37677.37
DSP00376,TXN0006180,C00431,M0010,Duplicate,2023-07-08,Pending,8.0,688.37
DSP00377,TXN0006210,C00102,M0051,Quality Issue,2023-07-09,Resolved,,3535.93
DSP00378,TXN0006216,C00129,M0105,Duplicate,2023-07-09,Escalated,,5607.09
DSP00379,TXN0006248,C00051,M0030,Unauthorized,2023-07-10,Pending,40.0,146544.23
DSP00380,TXN0006271,C00288,M0066,Unauthorized,2023-07-11,Resolved,,1513.49
DSP00381,TXN0006284,C00757,M0014,Quality Issue,2023-07-11,Resolved,31.0,2002.06
DSP00382,TXN0006298,C00526,M0113,Item Not Received,2023-07-11,Pending,32.0,9330.06
DSP00383,TXN0006317,C00179,M0024,Item Not Received,2023-07-12,Resolved,6.0,469.87
DSP00384,TXN0006328,C00790,M0053,Item Not Received,2023-07-12,Escalated,36.0,3619.53
DSP00385,TXN0006329,C00336,M0066,Quality Issue,2023-07-12,Pending,28.0,914.8
DSP00386,TXN0006333,C00304,M0112,Duplicate,2023-07-12,Escalated,43.0,666.14
DSP00387,TXN0006336,C00693,M0071,Duplicate,2023-07-12,Resolved,30.0,383.24
DSP00388,TXN0006360,C00645,M0107,Item Not Received,2023-07-13,Resolved,42.0,5149.84
DSP00389,TXN0006361,C00588,M0028,Item Not Received,2023-07-13,Escalated,13.0,8486.53
DSP00390,TXN0006414,C00198,M0104,Item Not Received,2023-07-15,Resolved,8.0,3230.98
DSP00391,TXN0006421,C00431,M0033,Unauthorized,2023-07-15,Escalated,13.0,197.07
DSP00392,TXN0006424,C00271,M0083,Item Not Received,2023-07-15,Resolved,,4557.72
DSP00393,TXN0006429,C00320,M0033,Duplicate,2023-07-15,Pending,7.0,424.72
DSP00394,TXN0006496,C00006,M0118,Quality Issue,2023-07-17,Pending,35.0,1390.63
DSP00395,TXN0006498,C00341,M0104,Unauthorized,2023-07-18,Pending,14.0,153554.68
DSP00396,TXN0006525,C00540,M0103,Quality Issue,2023-07-18,Escalated,6.0,1260.35
DSP00397,TXN0006528,C00491,M0019,Item Not Received,2023-07-18,Resolved,43.0,2164.79
DSP00398,TXN0006538,C00302,M0056,Quality Issue,2023-07-19,Resolved,30.0,19001.6
DSP00399,TXN0006550,C00594,M0089,Unauthorized,2023-07-19,Escalated,,4232.31
DSP00400,TXN0006557,C00197,M0005,Item Not Received,2023-07-19,Escalated,5.0,14897.17
DSP00401,TXN0006559,C00132,M0028,Item Not Received,2023-07-19,Escalated,,24685.01
DSP00402,TXN0006598,C00119,M0088,Unauthorized,2023-07-20,Escalated,27.0,2121.57
DSP00403,TXN0006623,C00412,M0034,Item Not Received,2023-07-21,Escalated,28.0,22621.51
DSP00404,TXN0006670,C00482,M0118,Duplicate,2023-07-23,Pending,30.0,1484.43
DSP00405,TXN0006683,C00666,M0013,Unauthorized,2023-07-23,Escalated,17.0,189765.24
DSP00406,TXN0006684,C00754,M0111,Quality Issue,2023-07-23,Resolved,42.0,7925.28
DSP00407,TXN0006705,C00177,M0117,Quality Issue,2023-07-24,Resolved,15.0,981.68
DSP00408,TXN0006721,C00541,M0009,Duplicate,2023-07-24,Resolved,31.0,14560.58
DSP00409,TXN0006744,C00719,M0069,Quality Issue,2023-07-25,Resolved,5.0,6080.55
DSP00410,TXN0006746,C00629,M0083,Duplicate,2023-07-25,Pending,20.0,5599.27
DSP00411,TXN0006789,C00657,M0071,Duplicate,2023-07-26,Escalated,40.0,6173.24
DSP00412,TXN0006853,C00791,M0117,Duplicate,2023-07-28,Escalated,30.0,1845.09
DSP00413,TXN0006889,C00022,M0104,Duplicate,2023-07-29,Pending,,2300.97
DSP00414,TXN0006920,C00437,M0018,Item Not Received,2023-07-30,Resolved,18.0,2930.17
DSP00415,TXN0006928,C00707,M0067,Quality Issue,2023-07-30,Escalated,12.0,8106.26
DSP00416,TXN0006929,C00739,M0017,Quality Issue,2023-07-30,Pending,,3826.56
DSP00417,TXN0006943,C00764,M0008,Unauthorized,2023-07-30,Pending,43.0,25473.97
DSP00418,TXN0006949,C00092,M0091,Item Not Received,2023-07-30,Pending,,1440.62
DSP00419,TXN0006954,C00121,M0046,Item Not Received,2023-07-31,Escalated,31.0,14853.22
DSP00420,TXN0006971,C00511,M0043,Quality Issue,2023-07-31,Pending,23.0,12918.63
DSP00421,TXN0006972,C00141,M0082,Unauthorized,2023-07-31,Pending,38.0,1144.42
DSP00422,TXN0007001,C00324,M0013,Quality Issue,2023-08-01,Pending,24.0,889.52
DSP00423,TXN0007007,C00261,M0047,Duplicate,2023-08-01,Escalated,,1191.92
DSP00424,TXN0007015,C00624,M0068,Duplicate,2023-08-01,Resolved,27.0,4660.12
DSP00425,TXN0007019,C00450,M0044,Quality Issue,2023-08-01,Resolved,12.0,8590.93
DSP00426,TXN0007038,C00338,M0039,Item Not Received,2023-08-02,Resolved,45.0,11843.51
DSP00427,TXN0007091,C00672,M0103,Duplicate,2023-08-03,Resolved,22.0,1895.96
DSP00428,TXN0007126,C00537,M0024,Unauthorized,2023-08-04,Pending,43.0,1244.72
DSP00429,TXN0007168,C00215,M0115,Quality Issue,2023-08-06,Resolved,12.0,11533.96
DSP00430,TXN0007169,C00458,M0034,Quality Issue,2023-08-06,Escalated,,21806.5
DSP00431,TXN0007170,C00070,M0119,Quality Issue,2023-08-06,Resolved,26.0,1342.81
DSP00432,TXN0007173,C00640,M0115,Quality Issue,2023-08-06,Escalated,,1485.7
DSP00433,TXN0007180,C00732,M0073,Item Not Received,2023-08-06,Resolved,9.0,12493.14
DSP00434,TXN0007212,C00316,M0117,Unauthorized,2023-08-07,Escalated,35.0,2879.47
DSP00435,TXN0007231,C00684,M0036,Unauthorized,2023-08-07,Escalated,35.0,2264.37
DSP00436,TXN0007233,C00798,M0064,Unauthorized,2023-08-07,Escalated,8.0,2543.26
DSP00437,TXN0007241,C00764,M0037,Item Not Received,2023-08-08,Resolved,28.0,2786.56
DSP00438,TXN0007242,C00238,M0047,Quality Issue,2023-08-08,Resolved,,7374.01
DSP00439,TXN0007281,C00506,M0046,Quality Issue,2023-08-09,Escalated,39.0,969.58
DSP00440,TXN0007294,C00736,M0007,Quality Issue,2023-08-09,Resolved,42.0,3262.56
DSP00441,TXN0007296,C00714,M0026,Item Not Received,2023-08-09,Resolved,,3416.58
DSP00442,TXN0007316,C00500,M0029,Duplicate,2023-08-10,Pending,37.0,223.13
DSP00443,TXN0007318,C00638,M0072,Item Not Received,2023-08-10,Escalated,,1802.88
DSP00444,TXN0007323,C00221,M0079,Quality Issue,2023-08-10,Escalated,33.0,10380.39
DSP00445,TXN0007329,C00029,M0088,Unauthorized,2023-08-10,Pending,16.0,7394.01
DSP00446,TXN0007366,C00590,M0025,Quality Issue,2023-08-11,Resolved,,13864.57
DSP00447,TXN0007376,C00651,M0064,Unauthorized,2023-08-12,Resolved,10.0,2161.08
DSP00448,TXN0007379,C00025,M0024,Duplicate,2023-08-12,Escalated,,786.99
DSP00449,TXN0007381,C00163,M0001,Item Not Received,2023-08-12,Escalated,6.0,132157.85
DSP00450,TXN0007385,C00637,M0031,Unauthorized,2023-08-12,Resolved,41.0,163110.13
DSP00451,TXN0007396,C00329,M0079,Item Not Received,2023-08-12,Resolved,7.0,9781.6
DSP00452,TXN0007406,C00270,M0053,Quality Issue,2023-08-13,Escalated,,4464.91
DSP00453,TXN0007418,C00082,M0018,Quality Issue,2023-08-13,Pending,19.0,1512.19
DSP00454,TXN0007420,C00458,M0002,Item Not Received,2023-08-13,Escalated,17.0,140169.14
DSP00455,TXN0007436,C00496,M0036,Duplicate,2023-08-14,Pending,,1454.3
DSP00456,TXN0007442,C00120,M0036,Unauthorized,2023-08-14,Pending,9.0,846.0
DSP00457,TXN0007449,C00754,M0025,Item Not Received,2023-08-14,Resolved,,23951.61
DSP00458,TXN0007453,C00037,M0022,Quality Issue,2023-08-14,Pending,8.0,20667.92
DSP00459,TXN0007457,C00264,M0106,Duplicate,2023-08-14,Pending,4.0,182280.59
DSP00460,TXN0007487,C00300,M0120,Duplicate,2023-08-15,Escalated,,1157.64
DSP00461,TXN0007497,C00217,M0043,Item Not Received,2023-08-15,Resolved,45.0,157092.6
DSP00462,TXN0007581,C00718,M0118,Quality Issue,2023-08-18,Escalated,21.0,933.33
DSP00463,TXN0007583,C00125,M0091,Unauthorized,2023-08-18,Pending,12.0,257.72
DSP00464,TXN0007585,C00470,M0067,Unauthorized,2023-08-18,Escalated,44.0,579.7
DSP00465,TXN0007587,C00484,M0064,Duplicate,2023-08-18,Escalated,35.0,3323.34
DSP00466,TXN0007589,C00167,M0032,Unauthorized,2023-08-18,Escalated,32.0,9766.93
DSP00467,TXN0007592,C00385,M0034,Item Not Received,2023-08-18,Pending,21.0,12578.81
DSP00468,TXN0007598,C00285,M0088,Duplicate,2023-08-18,Resolved,,4522.48
DSP00469,TXN0007599,C00389,M0103,Quality Issue,2023-08-18,Pending,,70034.32
DSP00470,TXN0007605,C00660,M0058,Unauthorized,2023-08-18,Escalated,,156126.85
DSP00471,TXN0007607,C00622,M0052,Unauthorized,2023-08-19,Escalated,,4305.75
DSP00472,TXN0007619,C00792,M0072,Item Not Received,2023-08-19,Escalated,42.0,2037.19
DSP00473,TXN0007621,C00091,M0001,Item Not Received,2023-08-19,Resolved,35.0,6093.21
DSP00474,TXN0007631,C00786,M0051,Duplicate,2023-08-19,Escalated,15.0,3573.92
DSP00475,TXN0007637,C00800,M0034,Quality Issue,2023-08-19,Pending,,24317.03
DSP00476,TXN0007651,C00021,M0014,Unauthorized,2023-08-20,Escalated,,3720.84
DSP00477,TXN0007665,C00660,M0012,Quality Issue,2023-08-20,Pending,30.0,2714.83
DSP00478,TXN0007666,C00767,M0088,Unauthorized,2023-08-20,Escalated,32.0,12336.93
DSP00479,TXN0007668,C00574,M0056,Unauthorized,2023-08-20,Resolved,42.0,10605.28
DSP00480,TXN0007671,C00507,M0059,Quality Issue,2023-08-20,Pending,21.0,2500.78
DSP00481,TXN0007696,C00360,M0031,Item Not Received,2023-08-21,Pending,44.0,2971.58
DSP00482,TXN0007726,C00168,M0063,Unauthorized,2023-08-22,Escalated,31.0,5472.07
DSP00483,TXN0007735,C00216,M0027,Quality Issue,2023-08-23,Resolved,38.0,7381.03
DSP00484,TXN0007758,C00606,M0068,Quality Issue,2023-08-23,Escalated,,481.71
DSP00485,TXN0007801,C00646,M0001,Item Not Received,2023-08-25,Escalated,5.0,342.0
DSP00486,TXN0007810,C00345,M0016,Duplicate,2023-08-25,Escalated,35.0,4671.51
DSP00487,TXN0007813,C00727,M0055,Duplicate,2023-08-25,Escalated,18.0,8323.15
DSP00488,TXN0007820,C00420,M0114,Unauthorized,2023-08-25,Resolved,28.0,13274.38
DSP00489,TXN0007829,C00342,M0103,Quality Issue,2023-08-25,Resolved,,1458.32
DSP00490,TXN0007833,C00221,M0059,Unauthorized,2023-08-25,Escalated,,1283.79
DSP00491,TXN0007855,C00570,M0045,Quality Issue,2023-08-26,Escalated,26.0,1362.25
DSP00492,TXN0007859,C00569,M0023,Quality Issue,2023-08-26,Escalated,36.0,4866.24
DSP00493,TXN0007905,C00539,M0118,Quality Issue,2023-08-28,Pending,,377.42
DSP00494,TXN0007927,C00352,M0059,Quality Issue,2023-08-28,Resolved,20.0,628.03
DSP00495,TXN0007939,C00488,M0074,Item Not Received,2023-08-29,Pending,14.0,27966.69
DSP00496,TXN0007952,C00537,M0037,Unauthorized,2023-08-29,Resolved,5.0,1768.61
DSP00497,TXN0007992,C00661,M0095,Duplicate,2023-08-30,Pending,,35586.46
DSP00498,TXN0008010,C00446,M0065,Unauthorized,2023-08-31,Pending,22.0,6763.65
DSP00499,TXN0008011,C00366,M0005,Unauthorized,2023-08-31,Resolved,3.0,12778.1
DSP00500,TXN0008014,C00099,M0013,Quality Issue,2023-08-31,Resolved,22.0,1713.36
DSP00501,TXN0008015,C00085,M0007,Duplicate,2023-08-31,Pending,,1579.56
DSP00502,TXN0008017,C00149,M0029,Quality Issue,2023-08-31,Pending,45.0,1863.32
DSP00503,TXN0008038,C00572,M0025,Item Not Received,2023-08-31,Pending,5.0,6245.52
DSP00504,TXN0008050,C00308,M0052,Duplicate,2023-09-01,Resolved,13.0,3295.56
DSP00505,TXN0008060,C00646,M0019,Quality Issue,2023-09-01,Resolved,,2084.22
DSP00506,TXN0008076,C00210,M0112,Duplicate,2023-09-02,Pending,,2687.72
DSP00507,TXN0008095,C00692,M0058,Duplicate,2023-09-02,Pending,9.0,1265.39
DSP00508,TXN0008102,C00148,M0068,Quality Issue,2023-09-03,Pending,28.0,1160.83
DSP00509,TXN0008109,C00500,M0005,Unauthorized,2023-09-03,Escalated,,2508.44
DSP00510,TXN0008122,C00447,M0090,Unauthorized,2023-09-03,Escalated,19.0,120329.42
DSP00511,TXN0008128,C00264,M0047,Duplicate,2023-09-04,Escalated,34.0,2831.31
DSP00512,TXN0008140,C00170,M0092,Item Not Received,2023-09-04,Escalated,41.0,2427.7
DSP00513,TXN0008146,C00188,M0114,Item Not Received,2023-09-04,Resolved,4.0,2244.19
DSP00514,TXN0008159,C00019,M0006,Quality Issue,2023-09-05,Pending,5.0,41219.98
DSP00515,TXN0008194,C00215,M0061,Item Not Received,2023-09-06,Pending,9.0,2171.4
DSP00516,TXN0008196,C00215,M0113,Quality Issue,2023-09-06,Resolved,7.0,9019.4
DSP00517,TXN0008199,C00082,M0055,Duplicate,2023-09-06,Resolved,10.0,12763.32
DSP00518,TXN0008214,C00712,M0120,Quality Issue,2023-09-07,Escalated,,3006.9
DSP00519,TXN0008225,C00196,M0056,Duplicate,2023-09-07,Escalated,,19100.44
DSP00520,TXN0008235,C00107,M0101,Quality Issue,2023-09-08,Pending,6.0,788.61
DSP00521,TXN0008253,C00580,M0007,Unauthorized,2023-09-08,Escalated,,1247.41
DSP00522,TXN0008280,C00666,M0007,Item Not Received,2023-09-09,Escalated,6.0,2705.07
DSP00523,TXN0008286,C00556,M0018,Unauthorized,2023-09-09,Resolved,9.0,804.41
DSP00524,TXN0008328,C00336,M0116,Item Not Received,2023-09-10,Escalated,34.0,833.49
DSP00525,TXN0008400,C00297,M0069,Quality Issue,2023-09-12,Pending,31.0,2456.25
DSP00526,TXN0008404,C00765,M0078,Quality Issue,2023-09-12,Escalated,12.0,23335.25
DSP00527,TXN0008406,C00640,M0076,Duplicate,2023-09-12,Pending,43.0,3923.29
DSP00528,TXN0008461,C00548,M0103,Duplicate,2023-09-14,Pending,36.0,896.92
DSP00529,TXN0008485,C00471,M0062,Unauthorized,2023-09-15,Pending,41.0,19947.34
DSP00530,TXN0008490,C00507,M0072,Duplicate,2023-09-15,Pending,,1625.86
DSP00531,TXN0008510,C00291,M0029,Quality Issue,2023-09-16,Resolved,14.0,91874.49
DSP00532,TXN0008516,C00543,M0056,Quality Issue,2023-09-16,Resolved,8.0,3412.48
DSP00533,TXN0008528,C00619,M0104,Unauthorized,2023-09-16,Resolved,,3153.58
DSP00534,TXN0008547,C00464,M0073,Item Not Received,2023-09-16,Escalated,45.0,42183.4
DSP00535,TXN0008550,C00373,M0039,Quality Issue,2023-09-17,Resolved,29.0,10182.74
DSP00536,TXN0008551,C00638,M0027,Unauthorized,2023-09-17,Escalated,,10136.97
DSP00537,TXN0008552,C00497,M0010,Quality Issue,2023-09-17,Pending,30.0,1326.05
DSP00538,TXN0008555,C00201,M0086,Quality Issue,2023-09-17,Resolved,6.0,168.58
DSP00539,TXN0008573,C00294,M0005,Quality Issue,2023-09-17,Escalated,34.0,501.25
DSP00540,TXN0008576,C00644,M0019,Unauthorized,2023-09-17,Resolved,16.0,2803.68
DSP00541,TXN0008579,C00606,M0021,Quality Issue,2023-09-18,Escalated,30.0,4846.37
DSP00542,TXN0008606,C00674,M0069,Item Not Received,2023-09-18,Escalated,13.0,11511.69
DSP00543,TXN0008616,C00408,M0041,Unauthorized,2023-09-19,Pending,,45560.0
DSP00544,TXN0008643,C00407,M0096,Unauthorized,2023-09-20,Pending,27.0,3512.76
DSP00545,TXN0008680,C00549,M0032,Item Not Received,2023-09-21,Escalated,29.0,2773.12
DSP00546,TXN0008685,C00773,M0068,Quality Issue,2023-09-21,Pending,4.0,4396.1
DSP00547,TXN0008689,C00005,M0114,Unauthorized,2023-09-21,Escalated,13.0,4773.82
DSP00548,TXN0008691,C00399,M0010,Item Not Received,2023-09-21,Pending,45.0,1868.31
DSP00549,TXN0008712,C00732,M0120,Unauthorized,2023-09-22,Resolved,,94182.32
DSP00550,TXN0008718,C00714,M0039,Duplicate,2023-09-22,Resolved,9.0,14655.07
DSP00551,TXN0008727,C00482,M0117,Duplicate,2023-09-22,Escalated,1.0,2426.31
DSP00552,TXN0008789,C00334,M0100,Quality Issue,2023-09-24,Resolved,44.0,41296.51
DSP00553,TXN0008820,C00780,M0044,Duplicate,2023-09-26,Escalated,29.0,12512.14
DSP00554,TXN0008831,C00124,M0016,Duplicate,2023-09-26,Pending,16.0,3642.2
DSP00555,TXN0008850,C00043,M0116,Duplicate,2023-09-26,Resolved,32.0,5011.99
DSP00556,TXN0008878,C00627,M0022,Unauthorized,2023-09-27,Pending,23.0,11251.65
DSP00557,TXN0008882,C00155,M0111,Duplicate,2023-09-27,Escalated,,4078.98
DSP00558,TXN0008892,C00423,M0117,Quality Issue,2023-09-28,Resolved,34.0,2369.96
DSP00559,TXN0008910,C00321,M0116,Unauthorized,2023-09-28,Escalated,,6220.81
DSP00560,TXN0008942,C00033,M0090,Unauthorized,2023-09-29,Pending,,1171.82
DSP00561,TXN0008957,C00564,M0070,Duplicate,2023-09-30,Resolved,40.0,4856.41
DSP00562,TXN0008990,C00626,M0004,Item Not Received,2023-10-01,Escalated,20.0,3480.97
DSP00563,TXN0009025,C00429,M0118,Quality Issue,2023-10-02,Resolved,40.0,1263.51
DSP00564,TXN0009028,C00424,M0023,Duplicate,2023-10-02,Resolved,1.0,626.43
DSP00565,TXN0009039,C00539,M0041,Unauthorized,2023-10-02,Pending,3.0,46178.05
DSP00566,TXN0009048,C00624,M0069,Quality Issue,2023-10-02,Pending,41.0,100477.53
DSP00567,TXN0009050,C00556,M0057,Quality Issue,2023-10-03,Escalated,41.0,4024.12
DSP00568,TXN0009053,C00476,M0105,Duplicate,2023-10-03,Escalated,39.0,14218.67
DSP00569,TXN0009055,C00052,M0061,Quality Issue,2023-10-03,Pending,39.0,1799.14
DSP00570,TXN0009070,C00641,M0076,Quality Issue,2023-10-03,Resolved,41.0,2793.33
DSP00571,TXN0009140,C00743,M0009,Quality Issue,2023-10-04,Pending,34.0,13870.08
DSP00572,TXN0009142,C00633,M0096,Item Not Received,2023-10-04,Escalated,17.0,2443.37
DSP00573,TXN0009158,C00427,M0092,Unauthorized,2023-10-05,Pending,17.0,3857.39
DSP00574,TXN0009174,C00517,M0066,Quality Issue,2023-10-05,Resolved,18.0,1262.57
DSP00575,TXN0009176,C00031,M0025,Item Not Received,2023-10-05,Escalated,45.0,44415.83
DSP00576,TXN0009196,C00544,M0006,Duplicate,2023-10-06,Resolved,10.0,25052.91
DSP00577,TXN0009205,C00178,M0059,Quality Issue,2023-10-06,Pending,,7448.91
DSP00578,TXN0009208,C00343,M0030,Quality Issue,2023-10-06,Pending,7.0,755.86
DSP00579,TXN0009227,C00101,M0084,Quality Issue,2023-10-07,Resolved,19.0,5905.42
DSP00580,TXN0009233,C00732,M0060,Unauthorized,2023-10-08,Pending,,2385.8
DSP00581,TXN0009300,C00352,M0043,Duplicate,2023-10-10,Pending,42.0,18124.1
DSP00582,TXN0009301,C00680,M0044,Duplicate,2023-10-10,Pending,,12711.41
DSP00583,TXN0009315,C00057,M0038,Quality Issue,2023-10-10,Resolved,,23343.06
DSP00584,TXN0009348,C00208,M0078,Item Not Received,2023-10-11,Escalated,27.0,18392.75
DSP00585,TXN0009354,C00400,M0033,Unauthorized,2023-10-11,Pending,8.0,900.23
DSP00586,TXN0009357,C00367,M0031,Item Not Received,2023-10-11,Escalated,7.0,145207.91
