txn_id,txn_date,txn_time,txn_month,merchant_id,merchant_city,customer_id,amount,payment_mode,status,dispute_reason,settlement_date,risk_flag,processing_fee,net_settlement_amount
TXN0002228,2023-03-08,19:36:00,2023-03,M0024,Chennai,C00454,387.49,Credit Card,Success,,2023-03-15,No,8.19,379.49
TXN0002229,2023-03-08,20:11:00,2023-03,M0034,Bengaluru,C00168,865.89,Credit Card,Success,,2023-03-09,No,19.54,847.09
TXN0002230,2023-03-08,22:43:00,2023-03,M0048,Ahmedabad,C00018,2798.97,Wallet,Failed,,,No,52.59,0.0
TXN0002231,2023-03-08,23:33:00,2023-03,M0098,Pune,C00205,11110.13,Credit Card,Success,,2023-03-11,No,262.4,10895.15
TXN0002232,2023-03-08,23:46:00,2023-03,M0032,Kolkata,C00663,9312.58,Net Banking,Success,,2023-03-15,No,208.91,9116.06
TXN0002233,2023-03-09,00:05:00,2023-03,M0041,Chennai,C00455,12640.05,Debit Card,Success,,2023-03-10,No,280.19,12384.04
TXN0002234,2023-03-09,00:19:00,2023-03,M0019,Noida,C00229,315.68,Wallet,Success,,2023-03-10,No,4.8,310.7
TXN0002235,2023-03-09,00:30:00,2023-03,M0057,Gurugram,C00303,4382.95,UPI,Success,,2023-03-11,No,90.58,4280.27
TXN0002236,2023-03-09,00:35:00,2023-03,M0095,Gurugram,C00793,49171.96,Credit Card,Success,,2023-03-10,No,1080.28,48053.96
TXN0002237,2023-03-09,00:39:00,2023-03,M0076,Kolkata,C00257,4747.63,Debit Card,Success,,2023-03-10,No,118.15,4665.67
TXN0002238,2023-03-09,00:50:00,2023-03,M0014,Hyderabad,C00516,3673.31,UPI,Success,,2023-03-10,No,73.03,3617.63
TXN0002239,2023-03-09,00:51:00,2023-03,M0013,Gurugram,C00230,1490.67,Credit Card,Success,,2023-03-12,No,26.26,1460.47
TXN0002240,2023-03-09,00:55:00,2023-03,M0116,Delhi,C00385,659.59,Wallet,Success,,2023-03-12,No,16.21,645.54
TXN0002241,2023-03-09,01:08:00,2023-03,M0015,Pune,C00371,55617.15,Wallet,Success,,2023-03-10,Yes,1031.74,54455.53
TXN0002242,2023-03-09,03:52:00,2023-03,M0012,Gurugram,C00431,9284.01,Credit Card,Success,,2023-03-11,No,207.65,9084.22
TXN0002243,2023-03-09,04:05:00,2023-03,M0089,Gurugram,C00495,12874.19,Debit Card,Success,,2023-03-12,No,284.56,12578.99
TXN0002244,2023-03-09,04:45:00,2023-03,M0008,Chennai,C00001,9072.3,Wallet,Success,,2023-03-12,No,216.04,8875.77
TXN0002245,2023-03-09,05:01:00,2023-03,M0117,Chennai,C00472,2184.66,Debit Card,Disputed,Quality Issue,,No,36.42,0.0
TXN0002246,2023-03-09,05:23:00,2023-03,M0090,Hyderabad,C00656,1910.56,Debit Card,Success,,2023-03-16,No,38.22,1869.48
TXN0002247,2023-03-09,06:00:00,2023-03,M0067,Mumbai,C00104,23566.58,UPI,Success,,2023-03-11,No,583.62,22979.64
TXN0002248,2023-03-09,06:22:00,2023-03,M0048,Ahmedabad,C00594,420.73,Net Banking,Success,,2023-03-16,No,7.56,412.37
TXN0002249,2023-03-09,06:46:00,2023-03,M0103,Gurugram,C00645,1613.97,Credit Card,Success,,2023-03-12,No,36.02,1589.09
TXN0002250,2023-03-09,09:03:00,2023-03,M0089,Gurugram,C00714,3825.08,Wallet,Success,,2023-03-12,No,85.25,3761.71
TXN0002251,2023-03-09,09:03:00,2023-03,M0111,Gurugram,C00003,5666.28,Net Banking,Success,,2023-03-16,No,116.77,5542.3
TXN0002252,2023-03-09,09:04:00,2023-03,M0010,Kolkata,C00356,1616.04,Net Banking,Success,,2023-03-12,No,26.17,1589.01
TXN0002253,2023-03-09,09:15:00,2023-03,M0069,Ahmedabad,C00416,3015.56,Wallet,Success,,2023-03-12,No,73.36,2947.41
TXN0002254,2023-03-09,09:29:00,2023-03,M0033,Kolkata,C00676,1610.28,Credit Card,Success,,2023-03-16,No,33.37,1577.55
TXN0002255,2023-03-09,09:43:00,2023-03,M0053,Ahmedabad,C00334,4359.29,Wallet,Success,,2023-03-11,No,105.64,4282.07
TXN0002256,2023-03-09,10:05:00,2023-03,M0087,Ahmedabad,C00503,15989.29,Credit Card,Success,,2023-03-10,No,360.41,15744.38
TXN0002257,2023-03-09,10:06:00,2023-03,M0055,Delhi,C00294,1430.05,Net Banking,Disputed,Unauthorized,,No,26.23,0.0
TXN0002258,2023-03-09,10:18:00,2023-03,M0115,Ahmedabad,C00199,10736.68,Wallet,Success,,2023-03-16,No,257.92,10481.08
TXN0002259,2023-03-09,10:22:00,2023-03,M0066,Mumbai,C00604,1747.59,Net Banking,Success,,2023-03-10,No,26.44,1707.14
TXN0002260,2023-03-09,10:27:00,2023-03,M0079,Hyderabad,C00418,13587.85,Wallet,Failed,,,No,270.48,0.0
TXN0002261,2023-03-09,10:48:00,2023-03,M0071,Delhi,C00501,158403.18,Debit Card,Success,,2023-03-10,Yes,2570.91,154517.15
TXN0002262,2023-03-09,11:42:00,2023-03,M0086,Gurugram,C00490,808.49,Wallet,Success,,2023-03-16,No,15.63,788.43
TXN0002263,2023-03-09,14:31:00,2023-03,M0094,Ahmedabad,C00035,32160.22,Credit Card,Success,,2023-03-10,No,635.11,31562.12
TXN0002264,2023-03-09,15:00:00,2023-03,M0042,Chennai,C00326,1840.34,Debit Card,Success,,2023-03-16,No,27.69,1795.34
TXN0002265,2023-03-09,15:04:00,2023-03,M0077,Ahmedabad,C00267,761.94,Debit Card,Disputed,Quality Issue,,No,14.16,0.0
TXN0002266,2023-03-09,15:22:00,2023-03,M0029,Gurugram,C00401,410.97,Debit Card,Failed,,,No,10.2,0.0
TXN0002267,2023-03-09,15:23:00,2023-03,M0105,Bengaluru,C00462,6256.07,Wallet,Success,,2023-03-11,No,118.01,6145.57
TXN0002268,2023-03-09,16:53:00,2023-03,M0022,Chennai,C00207,6884.67,Net Banking,Success,,2023-03-16,No,129.33,6761.81
TXN0002269,2023-03-09,18:07:00,2023-03,M0010,Kolkata,C00616,471.37,Wallet,Success,,2023-03-12,No,8.13,462.23
TXN0002270,2023-03-09,18:27:00,2023-03,M0032,Kolkata,C00250,3869.88,Debit Card,Success,,2023-03-16,No,82.77,3792.46
TXN0002271,2023-03-09,19:38:00,2023-03,M0046,Noida,C00078,14071.62,Debit Card,Success,,2023-03-16,No,248.71,13730.17
TXN0002272,2023-03-09,23:56:00,2023-03,M0106,Ahmedabad,C00402,1357.13,Credit Card,Success,,2023-03-16,No,33.16,1325.57
TXN0002273,2023-03-10,00:04:00,2023-03,M0074,Noida,C00258,30165.66,Net Banking,Failed,,,No,479.19,0.0
TXN0002274,2023-03-10,00:41:00,2023-03,M0053,Ahmedabad,C00744,2271.71,Net Banking,Success,,2023-03-12,No,52.45,2232.01
TXN0002275,2023-03-10,00:49:00,2023-03,M0016,Kolkata,C00612,3611.3,Net Banking,Success,,2023-03-13,No,78.39,3545.54
TXN0002276,2023-03-10,01:07:00,2023-03,M0065,Bengaluru,C00006,7322.29,Debit Card,Success,,2023-03-13,No,115.93,7183.83
TXN0002277,2023-03-10,02:18:00,2023-03,M0086,Gurugram,C00605,66882.71,Net Banking,Success,,2023-03-17,Yes,1186.59,65853.71
TXN0002278,2023-03-10,05:01:00,2023-03,M0027,Kolkata,C00761,1520.26,Wallet,Success,,2023-03-11,No,32.94,1490.17
TXN0002279,2023-03-10,06:17:00,2023-03,M0007,Hyderabad,C00350,2004.24,Debit Card,Reversed,,,No,39.33,0.0
TXN0002280,2023-03-10,06:26:00,2023-03,M0105,Bengaluru,C00278,14297.26,Wallet,Disputed,Item Not Received,,No,243.68,0.0
TXN0002281,2023-03-10,06:31:00,2023-03,M0085,Bengaluru,C00436,1269.77,UPI,Success,,2023-03-13,No,27.95,1244.1
TXN0002282,2023-03-10,06:53:00,2023-03,M0059,Pune,C00563,5196.23,Wallet,Success,,2023-03-11,No,91.41,5097.88
TXN0002283,2023-03-10,07:32:00,2023-03,M0093,Bengaluru,C00670,851.22,Net Banking,Success,,2023-03-17,No,13.86,830.62
TXN0002284,2023-03-10,08:11:00,2023-03,M0089,Gurugram,C00546,22010.21,UPI,Success,,2023-03-13,No,546.19,21637.92
TXN0002285,2023-03-10,08:22:00,2023-03,M0026,Pune,C00508,1167.86,Net Banking,Success,,2023-03-12,No,27.99,1144.92
TXN0002286,2023-03-10,10:39:00,2023-03,M0084,Hyderabad,C00765,139485.58,Wallet,Success,,2023-03-13,Yes,3327.86,136649.33
TXN0002287,2023-03-10,11:16:00,2023-03,M0036,Noida,C00247,155.77,Credit Card,Success,,2023-03-12,No,3.51,152.08
TXN0002288,2023-03-10,12:13:00,2023-03,M0089,Gurugram,C00736,10938.64,UPI,Success,,2023-03-13,No,193.47,10696.16
TXN0002289,2023-03-10,12:22:00,2023-03,M0120,Pune,C00677,193432.72,Net Banking,Success,,2023-03-13,Yes,3906.69,189478.05
TXN0002290,2023-03-10,12:26:00,2023-03,M0109,Hyderabad,C00052,1292.43,UPI,Success,,2023-03-12,No,31.5,1261.38
TXN0002291,2023-03-10,12:49:00,2023-03,M0069,Ahmedabad,C00774,3733.62,UPI,Success,,2023-03-13,No,56.68,3660.77
TXN0002292,2023-03-10,13:57:00,2023-03,M0002,Noida,C00363,1217.7,Wallet,Success,,2023-03-13,No,28.93,1192.09
TXN0002293,2023-03-10,14:22:00,2023-03,M0113,Hyderabad,C00530,7043.95,Credit Card,Success,,2023-03-17,No,153.53,6870.78
TXN0002294,2023-03-10,14:39:00,2023-03,M0098,Pune,C00515,1279.74,Net Banking,Reversed,,,No,24.3,0.0
TXN0002295,2023-03-10,16:09:00,2023-03,M0006,Noida,C00440,25165.29,Wallet,Success,,2023-03-13,No,516.53,24672.98
TXN0002296,2023-03-10,16:22:00,2023-03,M0114,Chennai,C00547,13011.67,UPI,Success,,2023-03-13,No,285.2,12802.8
TXN0002297,2023-03-10,20:55:00,2023-03,M0020,Pune,C00128,44647.61,Net Banking,Success,,2023-03-11,No,881.1,43891.68
TXN0002298,2023-03-10,21:00:00,2023-03,M0019,Noida,C00060,829.19,Credit Card,Success,,2023-03-11,No,19.75,816.65
TXN0002299,2023-03-10,21:34:00,2023-03,M0085,Bengaluru,C00165,742.14,UPI,Success,,2023-03-13,No,14.66,726.16
TXN0002300,2023-03-10,22:00:00,2023-03,M0110,Chennai,C00339,3243.56,Net Banking,Success,,2023-03-17,No,66.86,3187.38
TXN0002301,2023-03-10,23:18:00,2023-03,M0054,Bengaluru,C00218,5965.62,Net Banking,Success,,2023-03-13,No,112.2,5830.06
TXN0002302,2023-03-10,23:25:00,2023-03,M0034,Bengaluru,C00097,9283.51,Wallet,Success,,2023-03-11,No,148.72,9127.04
TXN0002303,2023-03-10,23:33:00,2023-03,M0020,Pune,C00140,36077.06,Debit Card,Success,,2023-03-11,No,748.65,35177.42
TXN0002304,2023-03-11,00:08:00,2023-03,M0045,Noida,C00604,4333.94,Debit Card,Success,,2023-03-18,No,105.69,4251.09
TXN0002305,2023-03-11,00:18:00,2023-03,M0079,Hyderabad,C00181,11730.11,Net Banking,Success,,2023-03-14,No,251.6,11456.26
TXN0002306,2023-03-11,01:33:00,2023-03,M0064,Hyderabad,C00433,3840.79,Credit Card,Success,,2023-03-18,No,93.25,3747.94
TXN0002307,2023-03-11,02:08:00,2023-03,M0085,Bengaluru,C00430,142181.51,Wallet,Success,,2023-03-14,Yes,3235.3,139801.88
TXN0002308,2023-03-11,03:31:00,2023-03,M0120,Pune,C00131,2099.59,Credit Card,Success,,2023-03-14,No,52.44,2058.02
TXN0002309,2023-03-11,04:17:00,2023-03,M0018,Pune,C00324,1771.37,Wallet,Success,,2023-03-18,No,33.0,1737.68
TXN0002310,2023-03-11,05:33:00,2023-03,M0002,Noida,C00279,258.81,Wallet,Success,,2023-03-14,No,5.64,253.64
TXN0002311,2023-03-11,05:47:00,2023-03,M0043,Hyderabad,C00508,9834.25,Net Banking,Success,,2023-03-13,No,227.76,9664.82
TXN0002312,2023-03-11,06:56:00,2023-03,M0109,Hyderabad,C00797,610.55,Credit Card,Success,,2023-03-13,No,13.35,600.08
TXN0002313,2023-03-11,07:47:00,2023-03,M0043,Hyderabad,C00521,22181.35,Net Banking,Success,,2023-03-13,No,335.09,21811.48
TXN0002314,2023-03-11,09:07:00,2023-03,M0038,Kolkata,C00050,195994.52,Wallet,Success,,2023-03-14,Yes,4790.51,191931.54
TXN0002315,2023-03-11,10:42:00,2023-03,M0070,Noida,C00703,3697.15,Net Banking,Success,,2023-03-18,No,83.57,3618.22
TXN0002316,2023-03-11,11:18:00,2023-03,M0106,Ahmedabad,C00034,1964.5,Net Banking,Failed,,,No,35.93,0.0
TXN0002317,2023-03-11,12:26:00,2023-03,M0021,Delhi,C00578,537.43,Net Banking,Success,,2023-03-14,No,8.55,529.33
TXN0002318,2023-03-11,12:37:00,2023-03,M0106,Ahmedabad,C00336,1394.03,Net Banking,Success,,2023-03-18,No,27.28,1368.42
TXN0002319,2023-03-11,13:04:00,2023-03,M0074,Noida,C00529,48755.17,UPI,Success,,2023-03-13,No,1152.91,47666.34
TXN0002320,2023-03-11,14:14:00,2023-03,M0067,Mumbai,C00053,4200.22,Debit Card,Success,,2023-03-13,No,98.97,4114.99
TXN0002321,2023-03-11,14:48:00,2023-03,M0112,Ahmedabad,C00314,2453.48,Credit Card,Success,,2023-03-12,No,47.63,2403.05
TXN0002322,2023-03-11,15:09:00,2023-03,M0114,Chennai,C00015,8472.1,Credit Card,Success,,2023-03-14,No,165.86,8297.37
TXN0002323,2023-03-11,15:31:00,2023-03,M0119,Chennai,C00093,1027.11,Net Banking,Disputed,Duplicate,,No,24.82,0.0
TXN0002324,2023-03-11,15:31:00,2023-03,M0062,Chennai,C00799,3940.38,Wallet,Failed,,,No,61.74,0.0
TXN0002325,2023-03-11,15:35:00,2023-03,M0118,Hyderabad,C00301,1342.16,Debit Card,Success,,2023-03-12,No,30.9,1321.07
TXN0002326,2023-03-11,15:59:00,2023-03,M0102,Kolkata,C00396,43819.54,Debit Card,Success,,2023-03-12,No,990.73,43006.92
TXN0002327,2023-03-11,17:09:00,2023-03,M0071,Delhi,C00126,117568.25,UPI,Success,,2023-03-12,Yes,2518.63,114779.26
TXN0002328,2023-03-11,17:40:00,2023-03,M0111,Gurugram,C00324,5519.43,Wallet,Disputed,Item Not Received,,No,92.63,0.0
TXN0002329,2023-03-11,18:55:00,2023-03,M0014,Hyderabad,C00623,4623.03,Debit Card,Success,,2023-03-12,No,100.57,4533.08
TXN0002330,2023-03-11,19:19:00,2023-03,M0092,Ahmedabad,C00479,3464.1,Debit Card,Success,,2023-03-18,No,52.03,3381.99
TXN0002331,2023-03-11,19:59:00,2023-03,M0079,Hyderabad,C00788,29735.0,Net Banking,Success,,2023-03-14,No,447.38,29157.45
TXN0002332,2023-03-11,22:06:00,2023-03,M0019,Noida,C00751,2350.07,UPI,Reversed,,,No,54.29,0.0
TXN0002333,2023-03-11,22:26:00,2023-03,M0009,Mumbai,C00014,14670.01,Debit Card,Success,,2023-03-13,No,336.84,14347.66
TXN0002334,2023-03-11,23:19:00,2023-03,M0110,Chennai,C00042,4328.85,Debit Card,Failed,,,No,89.65,0.0
TXN0002335,2023-03-11,23:42:00,2023-03,M0098,Pune,C00027,592.55,Credit Card,Success,,2023-03-14,No,12.18,581.21
TXN0002336,2023-03-12,01:20:00,2023-03,M0103,Gurugram,C00073,143619.65,Credit Card,Success,,2023-03-15,Yes,2271.76,140398.43
TXN0002337,2023-03-12,02:46:00,2023-03,M0037,Chennai,C00594,2052.88,Net Banking,Success,,2023-03-14,No,34.43,2021.31
TXN0002338,2023-03-12,03:44:00,2023-03,M0061,Hyderabad,C00688,1911.88,Debit Card,Failed,,,No,40.1,0.0
TXN0002339,2023-03-12,03:54:00,2023-03,M0088,Mumbai,C00057,11211.58,Credit Card,Success,,2023-03-19,No,189.43,10996.72
TXN0002340,2023-03-12,04:01:00,2023-03,M0033,Kolkata,C00036,623.54,Wallet,Success,,2023-03-19,No,10.41,613.1
TXN0002341,2023-03-12,04:23:00,2023-03,M0078,Kolkata,C00462,16552.43,Credit Card,Success,,2023-03-14,No,318.14,16291.54
TXN0002342,2023-03-12,05:12:00,2023-03,M0094,Ahmedabad,C00215,47359.02,Wallet,Success,,2023-03-13,No,1097.12,46359.16
TXN0002343,2023-03-12,05:18:00,2023-03,M0070,Noida,C00532,2648.92,Debit Card,Success,,2023-03-19,No,48.02,2594.95
TXN0002344,2023-03-12,07:05:00,2023-03,M0036,Noida,C00519,2704.74,UPI,Failed,,,No,59.57,0.0
TXN0002345,2023-03-12,07:26:00,2023-03,M0058,Noida,C00328,550.25,Credit Card,Success,,2023-03-14,No,9.53,538.01
TXN0002346,2023-03-12,08:03:00,2023-03,M0040,Mumbai,C00264,6356.24,Net Banking,Failed,,,No,145.07,0.0
TXN0002347,2023-03-12,08:56:00,2023-03,M0050,Ahmedabad,C00402,11685.53,Debit Card,Success,,2023-03-13,No,274.2,11394.8
TXN0002348,2023-03-12,09:34:00,2023-03,M0001,Kolkata,C00452,3455.88,Debit Card,Success,,2023-03-19,No,69.21,3383.41
TXN0002349,2023-03-12,10:00:00,2023-03,M0038,Kolkata,C00777,22255.66,Debit Card,Success,,2023-03-15,No,535.53,21889.95
TXN0002350,2023-03-12,10:35:00,2023-03,M0023,Gurugram,C00727,1430.52,Wallet,Success,,2023-03-19,No,34.44,1396.78
TXN0002351,2023-03-12,10:53:00,2023-03,M0075,Hyderabad,C00238,2467.05,Debit Card,Success,,2023-03-19,No,59.82,2421.24
TXN0002352,2023-03-12,10:58:00,2023-03,M0032,Kolkata,C00646,9054.25,UPI,Success,,2023-03-19,No,137.16,8834.95
TXN0002353,2023-03-12,11:07:00,2023-03,M0120,Pune,C00317,4865.78,Credit Card,Success,,2023-03-15,No,109.16,4777.82
TXN0002354,2023-03-12,11:36:00,2023-03,M0059,Pune,C00746,543.54,Net Banking,Disputed,Item Not Received,,No,8.88,0.0
TXN0002355,2023-03-12,11:56:00,2023-03,M0014,Hyderabad,C00509,2259.7,Wallet,Success,,2023-03-13,No,37.08,2216.72
TXN0002356,2023-03-12,12:52:00,2023-03,M0062,Chennai,C00290,106149.67,Credit Card,Success,,2023-03-19,Yes,2264.85,104042.1
TXN0002357,2023-03-12,13:35:00,2023-03,M0093,Bengaluru,C00250,4987.39,UPI,Success,,2023-03-19,No,88.03,4868.47
TXN0002358,2023-03-12,14:44:00,2023-03,M0071,Delhi,C00412,3540.03,Debit Card,Failed,,,No,62.16,0.0
TXN0002359,2023-03-12,15:08:00,2023-03,M0118,Hyderabad,C00772,1615.28,Credit Card,Success,,2023-03-13,No,30.89,1579.16
TXN0002360,2023-03-12,16:18:00,2023-03,M0033,Kolkata,C00587,1087.07,Net Banking,Success,,2023-03-19,No,25.0,1065.09
TXN0002361,2023-03-12,16:20:00,2023-03,M0088,Mumbai,C00238,591.06,Net Banking,Failed,,,No,13.5,0.0
TXN0002362,2023-03-12,16:38:00,2023-03,M0061,Hyderabad,C00588,1972.22,Debit Card,Success,,2023-03-13,No,35.72,1938.12
TXN0002363,2023-03-12,16:40:00,2023-03,M0102,Kolkata,C00652,32781.67,Wallet,Success,,2023-03-13,No,732.65,32064.13
TXN0002364,2023-03-12,17:03:00,2023-03,M0113,Hyderabad,C00034,5294.46,Wallet,Success,,2023-03-19,No,120.35,5194.2
TXN0002365,2023-03-12,18:01:00,2023-03,M0024,Chennai,C00568,2772.23,Wallet,Success,,2023-03-19,No,59.83,2705.92
TXN0002366,2023-03-12,18:22:00,2023-03,M0011,Mumbai,C00619,17130.03,Debit Card,Success,,2023-03-13,No,322.31,16851.61
TXN0002367,2023-03-12,18:24:00,2023-03,M0034,Bengaluru,C00283,1806.81,UPI,Success,,2023-03-13,No,38.95,1776.73
TXN0002368,2023-03-12,19:39:00,2023-03,M0056,Chennai,C00108,133672.49,Debit Card,Failed,,,Yes,2363.04,0.0
TXN0002369,2023-03-12,20:14:00,2023-03,M0011,Mumbai,C00216,10694.19,Debit Card,Success,,2023-03-13,No,221.21,10440.75
TXN0002370,2023-03-12,21:40:00,2023-03,M0059,Pune,C00110,5050.81,Credit Card,Success,,2023-03-13,No,101.33,4972.34
TXN0002371,2023-03-12,22:25:00,2023-03,M0024,Chennai,C00589,1146.05,Net Banking,Failed,,,No,25.87,0.0
TXN0002372,2023-03-12,23:21:00,2023-03,M0064,Hyderabad,C00544,3613.29,Credit Card,Success,,2023-03-19,No,55.26,3532.35
TXN0002373,2023-03-13,00:38:00,2023-03,M0044,Kolkata,C00326,8980.94,Debit Card,Success,,2023-03-20,No,159.38,8809.96
TXN0002374,2023-03-13,02:42:00,2023-03,M0069,Ahmedabad,C00590,7723.6,Credit Card,Success,,2023-03-16,No,132.49,7574.32
TXN0002375,2023-03-13,02:50:00,2023-03,M0007,Hyderabad,C00388,660.43,Wallet,Success,,2023-03-15,No,13.79,646.75
TXN0002376,2023-03-13,03:35:00,2023-03,M0104,Ahmedabad,C00510,4925.92,UPI,Success,,2023-03-14,No,79.68,4841.45
TXN0002377,2023-03-13,03:36:00,2023-03,M0035,Noida,C00070,14461.58,Debit Card,Failed,,,No,259.6,0.0
TXN0002378,2023-03-13,03:37:00,2023-03,M0045,Noida,C00537,4477.47,Net Banking,Disputed,Duplicate,,No,83.0,0.0
TXN0002379,2023-03-13,03:44:00,2023-03,M0103,Gurugram,C00225,1867.03,UPI,Success,,2023-03-16,No,40.99,1833.48
TXN0002380,2023-03-13,04:21:00,2023-03,M0019,Noida,C00147,1003.73,Net Banking,Success,,2023-03-14,No,16.36,986.86
TXN0002381,2023-03-13,04:33:00,2023-03,M0080,Bengaluru,C00112,2406.89,Wallet,Success,,2023-03-15,No,59.6,2362.61
TXN0002382,2023-03-13,04:42:00,2023-03,M0107,Ahmedabad,C00206,8736.53,Debit Card,Success,,2023-03-20,No,181.94,8542.83
TXN0002383,2023-03-13,04:47:00,2023-03,M0115,Ahmedabad,C00014,178128.42,Debit Card,Success,,2023-03-20,Yes,3144.84,174284.06
TXN0002384,2023-03-13,06:09:00,2023-03,M0024,Chennai,C00359,295.84,Debit Card,Success,,2023-03-20,No,6.63,290.24
TXN0002385,2023-03-13,06:43:00,2023-03,M0055,Delhi,C00301,2164.02,Wallet,Success,,2023-03-14,No,42.94,2130.93
TXN0002386,2023-03-13,07:07:00,2023-03,M0058,Noida,C00129,540.69,Credit Card,Success,,2023-03-15,No,13.07,532.09
TXN0002387,2023-03-13,07:32:00,2023-03,M0111,Gurugram,C00677,713.49,Debit Card,Success,,2023-03-20,No,14.92,700.15
TXN0002388,2023-03-13,08:29:00,2023-03,M0108,Chennai,C00555,716.78,Net Banking,Success,,2023-03-16,No,11.45,703.49
TXN0002389,2023-03-13,08:50:00,2023-03,M0055,Delhi,C00653,488.92,Credit Card,Success,,2023-03-14,No,11.74,479.64
TXN0002390,2023-03-13,09:29:00,2023-03,M0080,Bengaluru,C00260,4911.43,Net Banking,Success,,2023-03-15,No,110.98,4837.41
TXN0002391,2023-03-13,10:24:00,2023-03,M0118,Hyderabad,C00671,1326.03,UPI,Failed,,,No,25.73,0.0
TXN0002392,2023-03-13,10:33:00,2023-03,M0065,Bengaluru,C00727,23836.93,Wallet,Failed,,,No,551.24,0.0
TXN0002393,2023-03-13,10:36:00,2023-03,M0067,Mumbai,C00180,15445.5,Credit Card,Success,,2023-03-15,No,268.35,15186.19
TXN0002394,2023-03-13,10:47:00,2023-03,M0084,Hyderabad,C00368,1536.57,Net Banking,Success,,2023-03-16,No,29.05,1499.48
TXN0002395,2023-03-13,11:14:00,2023-03,M0080,Bengaluru,C00646,10273.74,Wallet,Success,,2023-03-15,No,247.85,10051.84
TXN0002396,2023-03-13,11:47:00,2023-03,M0059,Pune,C00070,4733.84,Net Banking,Success,,2023-03-14,No,80.2,4621.44
TXN0002397,2023-03-13,11:52:00,2023-03,M0076,Kolkata,C00107,3930.45,Debit Card,Success,,2023-03-14,No,79.29,3856.26
TXN0002398,2023-03-13,12:46:00,2023-03,M0070,Noida,C00089,2771.39,Wallet,Success,,2023-03-20,No,45.09,2715.58
TXN0002399,2023-03-13,13:35:00,2023-03,M0068,Hyderabad,C00597,87336.92,Credit Card,Disputed,Duplicate,,Yes,1689.98,0.0
TXN0002400,2023-03-13,14:02:00,2023-03,M0060,Delhi,C00672,2710.34,Credit Card,Success,,2023-03-15,No,60.42,2663.49
TXN0002401,2023-03-13,14:37:00,2023-03,M0061,Hyderabad,C00043,1872.77,Wallet,Success,,2023-03-14,No,41.35,1826.27
TXN0002402,2023-03-13,14:49:00,2023-03,M0043,Hyderabad,C00202,27293.4,UPI,Success,,2023-03-15,No,606.82,26743.5
TXN0002403,2023-03-13,16:24:00,2023-03,M0038,Kolkata,C00774,10619.9,Wallet,Success,,2023-03-16,No,173.04,10436.81
TXN0002404,2023-03-13,18:55:00,2023-03,M0036,Noida,C00362,1613.44,UPI,Success,,2023-03-15,No,37.48,1582.2
TXN0002405,2023-03-13,18:55:00,2023-03,M0043,Hyderabad,C00616,30885.8,UPI,Success,,2023-03-15,No,747.03,30220.42
TXN0002406,2023-03-13,18:57:00,2023-03,M0066,Mumbai,C00308,588.47,UPI,Success,,2023-03-14,No,14.23,574.45
TXN0002407,2023-03-13,19:19:00,2023-03,M0034,Bengaluru,C00766,21020.84,Debit Card,Success,,2023-03-14,No,373.75,20550.39
TXN0002408,2023-03-13,19:58:00,2023-03,M0114,Chennai,C00015,2795.02,Wallet,Success,,2023-03-16,No,69.05,2729.49
TXN0002409,2023-03-13,20:01:00,2023-03,M0058,Noida,C00592,968.53,UPI,Disputed,Quality Issue,,No,18.22,0.0
TXN0002410,2023-03-13,20:23:00,2023-03,M0098,Pune,C00301,8583.33,Debit Card,Success,,2023-03-16,No,163.56,8422.45
TXN0002411,2023-03-13,21:27:00,2023-03,M0038,Kolkata,C00171,23913.69,Wallet,Success,,2023-03-16,No,472.24,23362.04
TXN0002412,2023-03-13,22:49:00,2023-03,M0009,Mumbai,C00678,1675.56,Debit Card,Success,,2023-03-15,No,41.1,1638.39
TXN0002413,2023-03-13,23:33:00,2023-03,M0031,Hyderabad,C00592,1127.42,Debit Card,Success,,2023-03-14,No,27.48,1106.11
TXN0002414,2023-03-13,23:55:00,2023-03,M0036,Noida,C00290,1486.89,Wallet,Disputed,Unauthorized,,No,32.47,0.0
TXN0002415,2023-03-14,01:08:00,2023-03,M0001,Kolkata,C00065,3623.31,Credit Card,Success,,2023-03-21,No,74.39,3554.76
TXN0002416,2023-03-14,01:15:00,2023-03,M0015,Pune,C00186,1176.91,Wallet,Success,,2023-03-15,No,17.79,1148.99
TXN0002417,2023-03-14,02:20:00,2023-03,M0118,Hyderabad,C00322,1942.73,Wallet,Success,,2023-03-15,No,37.61,1903.15
TXN0002418,2023-03-14,03:05:00,2023-03,M0079,Hyderabad,C00579,49844.54,UPI,Success,,2023-03-17,No,751.76,48710.11
TXN0002419,2023-03-14,04:07:00,2023-03,M0119,Chennai,C00460,4055.95,Wallet,Success,,2023-03-16,No,76.29,3976.53
TXN0002420,2023-03-14,05:34:00,2023-03,M0018,Pune,C00637,100323.3,UPI,Success,,2023-03-21,Yes,1630.01,98752.99
TXN0002421,2023-03-14,06:05:00,2023-03,M0093,Bengaluru,C00640,4163.49,Net Banking,Disputed,Unauthorized,,No,90.98,0.0
TXN0002422,2023-03-14,07:11:00,2023-03,M0120,Pune,C00757,2025.46,Net Banking,Success,,2023-03-17,No,37.06,1986.03
TXN0002423,2023-03-14,07:33:00,2023-03,M0075,Hyderabad,C00604,2625.32,UPI,Success,,2023-03-21,No,44.26,2560.55
